time,completions,q_len,lat_p50,lat_p95,lat_p99,rho_tau_est,idle_budget,dream_cpu_secs,dream_events,action,reward
184.0,108,0,0.3399550426409227,0.8769266200546115,0.9485466463052852,0.4783345095821186,0.10614934367153395,11.418665727288221,110,1,-0.010614934367153396
185.0,109,0,0.34197516973497777,0.8815140300801179,0.948344203836882,0.47191704781481536,0.10682581744348903,11.52653691735817,111,2,-0.010682581744348904
186.0,109,0,0.34197516973497777,0.8815140300801179,0.948344203836882,0.460438974592017,0.10650035321917356,11.630561972976745,112,1,-0.010650035321917356
187.0,110,0,0.3466149426680867,0.881254595918547,0.9481417613684785,0.46624644254411407,0.10751044125984364,11.736160851850816,113,3,-0.010751044125984365
188.0,111,0,0.34197516973497777,0.8809951617569762,0.9479393189000753,0.4649093296410345,0.10701940025153474,11.84412153156944,114,1,-0.010701940025153475
189.0,111,0,0.34197516973497777,0.8809951617569762,0.9479393189000753,0.4636957205232793,0.10740990950644158,11.951209928294446,115,1,-0.01074099095064416
190.0,111,0,0.34197516973497777,0.8809951617569762,0.9479393189000753,0.462207648819594,0.10595242569034694,12.056905581244704,116,1,-0.010595242569034694
191.0,111,0,0.34197516973497777,0.8809951617569762,0.9479393189000753,0.47598387192280683,0.10233590773145865,12.164669751372827,117,1,-0.010233590773145866
192.0,111,0,0.34197516973497777,0.8809951617569762,0.9479393189000753,0.46530242865753363,0.1108193339095665,12.27122620657788,118,1,-0.011081933390956651
193.0,111,0,0.34197516973497777,0.8809951617569762,0.9479393189000753,0.47294753237644904,0.10828732860735464,12.379717062135208,119,1,-0.010828732860735464
194.0,111,0,0.34197516973497777,0.8809951617569762,0.9479393189000753,0.4623743957433037,0.10703117093976103,12.488507861143809,120,1,-0.010703117093976103
195.0,111,1,0.34197516973497777,0.8809951617569762,0.9479393189000753,0.4694760094553727,0.10489310136435225,12.488507861143809,120,1,-0.010489310136435226
196.0,112,0,0.3399550426409227,0.8807357275954054,0.9477368764316718,0.4595593697326428,0.10449669896483452,12.59640631906463,121,1,-0.010449669896483452
197.0,112,0,0.3399550426409227,0.8807357275954054,0.9477368764316718,0.4580726007198602,0.10702088678048094,12.704221057385958,122,1,-0.010702088678048095
198.0,112,0,0.3399550426409227,0.8807357275954054,0.9477368764316718,0.4638759994213105,0.10846474161569855,12.813378759556844,123,2,-0.010846474161569856
199.0,112,1,0.3399550426409227,0.8807357275954054,0.9477368764316718,0.4524744506227471,0.10550870293549588,12.813378759556844,123,1,-0.01055087029354959
200.0,113,0,0.34197516973497777,0.8804762934338346,0.9475344339632683,0.46481229624231035,0.10821710768105808,12.921986629972816,124,1,-0.010821710768105808
